id,country,iso,admin_level_name,pcode,region,category,measure,targeted_pop_group,comments,non_compliance,date_implemented,source,source_type,link,entry_date,alternative_source
605,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,f,all people returning to Israel have to self-quarantine for 14 days,,2020-03-09,Ministry of Health,Government,https://www.health.gov.il/English/Topics/Diseases/corona/Pages/default.aspx,2020-03-16,
606,Israel,ISR,,,Middle East,Social distancing,Limit public gatherings,f,"all public gatherings are limited to 10 persons, public establishments such as bars, restaurants, gyms, ritual baths are closed",,2020-03-15,ministry of Health,Government,https://www.health.gov.il/English/Topics/Diseases/corona/Pages/default.aspx,2020-03-16,
607,Israel,ISR,,,Middle East,Social distancing,Schools closure,f,schools and education institutes will be closed as of 15 March,,2020-03-15,Ministry of Health,Government,https://www.health.gov.il/English/Topics/Diseases/corona/Pages/default.aspx,2020-03-16,
611,Israel,ISR,,,Middle East,Movement restrictions,Surveillance and monitoring,t,Movements tracker - Government announces use of such counter-terrorism technology such as electronic surveilance to follow up on people infected. Not yet implemented.,,,JerusalemPost,Media,https://www.jpost.com/Israel-News/Israels-measures-against-coronavirus-not-unlike-Big-Brother-analysis-621091,2020-03-16,
1859,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,f,"All people with a temperature of 38 Celsius or more and respiratory symptoms (cough or shortness of breath) must stay home for two days after the fever has dropped, even if they did not arrive from abroad, or did not have contact with a confirmed patient.",,2020-03-09,MoH,Government,https://govextra.gov.il/ministry-of-health/corona/corona-virus-en/,2020-03-23,
1860,Israel,ISR,,,Middle East,Movement restrictions,Border checks,f,All those crossing at the Erez crossing from the Gaza Strip into Israel (foreign and Palestinian residents) are required to present a passport for their crossing.,,2020-03-05,Coordination of Government Activities in the Territories,Government,http://www.cogat.mod.gov.il/en/Our_Activities/Pages/New_Coronavirus_Guidelines-05032020.aspx,2020-03-23,
1861,Israel,ISR,,,Middle East,Movement restrictions,Border closure,t,"foreigners, including U.S. citizens, who are not Israeli citizens or permanent residents will not be allowed to enter Israel. Exceptions may be made for non-nationals whose “center of life is in Israel.”",,2020-03-18,US Embassy,Government,https://il.usembassy.gov/covid-19-information/,2020-03-23,
1862,Israel,ISR,,,Middle East,Movement restrictions,Visa restrictions,t,extension of visas expiring from March 12 on until June 30,,2020-03-12,US Embassy,Government,https://il.usembassy.gov/covid-19-information/,2020-03-23,
1863,Israel,ISR,,,Middle East,Public health measures,Awareness campaigns,f,CoronApp application,,2020-03-05,MoH,Government,https://www.gov.il/en/departments/news/29012020_a3,2020-03-24,
1864,Israel,ISR,,,Middle East,Lockdown,Partial lockdown,f,mandatory lockdown: do not go outside unless absolutely necessary.,,2020-03-17,MoH,Government,https://govextra.gov.il/ministry-of-health/corona/corona-virus-en/guidelines/#lockdown,2020-03-23,
1865,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,t,"People who return to Israel from anywhere in the world must be placed under home isolation for 14 days counting from their date of return. If you had returned to Israel in the last 14 days from anywhere in the world, or if you are under home isolation and have fever 38C (100.4F) or higher, cough, trouble breathing, or other respiratory symptom, immediately enter home isolation, immediately call the 101 MDA Emergency Services Hotline for medical advice, and do not go to an HMO clinic or emergency ward. You must complete 14 day period, even if you were tested negative for COVID-19.This requirement replaces the home isolation required of travelers from Austria, Italy, Andorra, Germany, Hong Kong, Japan, Egypt, Macau, mainland China, Singapore, San Marino, Spain, France, South Korea, Switzerland or Thailand that was effective until March 9 2020.",,2020-03-09,MoH,Government,https://govextra.gov.il/ministry-of-health/corona/corona-virus-en/,2020-03-23,
1866,Israel,ISR,,,Middle East,Movement restrictions,Border closure,t,"Foreign residents who recently visited Iran, Iraq, Syria, and Lebanon will not be allowed entry into Israel, Judea and Samaria, and the Gaza Strip.",,2020-03-05,Coordination of Government Activities in the Territories,Government,http://www.cogat.mod.gov.il/en/Our_Activities/Pages/New_Coronavirus_Guidelines-05032020.aspx,2020-03-23,
2009,Israel,ISR,,,Middle East,Public health measures,General recommendations,f,"Ministry of Health recommends avoiding nonessential travel to Wuhan, China.The Ministry wishes to stress that whoever arrived from China and does not exhibit any symptoms of the disease – does not need to get tested!The Ministry publishes instructions in case that a respiratory disease (fever and coughing) appears during travel to China or within 14 days after the last stay in China: go to emergency room asap, avoid public transport, practice hygiene",Not applicable,2020-01-24,MoH,Government,https://www.gov.il/en/departments/news/1_24012020,2020-03-24,
2010,Israel,ISR,,,Middle East,Governance and socio-economic measures,Emergency administrative structures activated or established,f,Minister of Health signed the People's Health Ordinance Decree to expand the mnistry's powers in handling the Coronavirus crisis,Not applicable,2020-01-27,MoH,Government,https://www.gov.il/en/departments/news/27012020_3,2020-03-24,
2011,Israel,ISR,,,Middle East,Public health measures,General recommendations,t,"advising travelers returning from China to keep away from public places for several days upon their return, even if they are healthy and have no symptoms.",Not applicable,2020-01-29,MoH,Government,https://www.gov.il/en/departments/news/29012020_5,2020-03-24,
2012,Israel,ISR,,,Middle East,Public health measures,General recommendations,t,"expand list of places recommend traveling to, includes: Thailand, Japan, Hong Kong, Singapore, Macau, South Korea, Taiwan, China. Anyone who has come in contact with confirmed patient, and within 14 days of contact with that person or of returning from the named places has a fever over 38C, coughing, difficulty breathing, should go to clinic/ medical center",Not applicable,2020-02-07,MoH,Government,https://www.gov.il/en/departments/news/08022020_1,2020-03-24,
2013,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,t,"home quarantine is required of travelers from China only – that is, any person who has arrived from China, and China alone, less than 14 days ago.",Not applicable,2020-02-03,MoH,Government,https://www.gov.il/en/departments/news/08022020_1,2020-03-24,
2014,Israel,ISR,,,Middle East,Movement restrictions,Border closure,t,closing points of entry to any non-Israelis who have stayed in China 14 days prior to entry to Israel,Not applicable,2020-02-03,MoH,Government,https://www.gov.il/en/departments/news/08022020_1,2020-03-24,
2015,Israel,ISR,,,Middle East,Movement restrictions,Surveillance and monitoring,t,"Communication companies have consented to the request by the Ministry of Health and the Ministry of Communication to send text (SMS) messages to all Israelis landing at Ben Gurion International Airport, with relevant instructions for people returning from China.",Not applicable,2020-02-03,MoH,Government,https://www.gov.il/en/departments/news/08022020_1,2020-03-24,
2016,Israel,ISR,,,Middle East,Public health measures,Awareness campaigns,t,The Ministry of Health has contacted mobile phone companies to send a text message in Hebrew and English to all incoming travelers upon arrival to Israel explaining the Ministry of Health's measures regarding the coronavirus.,Not applicable,2020-02-03,MoH,Government,https://www.gov.il/en/departments/news/08022020_1,2020-03-24,
2017,Israel,ISR,,,Middle East,Public health measures,Strengthening the public health system,f,preparing laboratories for testing,Not applicable,2020-02-04,MoH,Government,https://www.gov.il/en/departments/news/08022020_1,2020-03-24,
2018,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,t,"expansion of home quarantine order to those returning from Thailand, Hong Kong, Singapore, Macau",Arrest/Detention,2020-02-16,MoH,Government,https://www.gov.il/en/departments/news/10022020_2,2020-03-24,
2019,Israel,ISR,,,Middle East,Public health measures,General recommendations,f,"Official announcements and updates should be received only from the authorized official entities at the Ministry of Health, avoid fake news on social media",Not applicable,2020-02-10,MoH,Government,https://www.gov.il/en/departments/news/10022020_2,2020-03-24,
2020,Israel,ISR,,,Middle East,Public health measures,Strengthening the public health system,f,"Ministry of Health has increased the capacity of screening tests at the central laboratory in Tel Hashomer, and in the next few days, will prepare 3 additional laboratories to run coronavirus screening tests and verify its possible presence at Soroka, Hadassah and Rambam medicl centers.",Not applicable,2020-02-11,MoH,Government,https://www.gov.il/en/departments/news/10022020_2,2020-03-24,
2021,Israel,ISR,,,Middle East,Public health measures,Awareness campaigns,f,Kol Habriut Hotline at *5400 is here to answer public questions.,Not applicable,2020-02-11,MoH,Government,https://www.gov.il/en/departments/news/10022020_2,2020-03-24,
2022,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,f,"violation of the quarantine order may result in criminal charges, with a penalty of up to 7 years imprisonment if the violation was intentional, and up to 3 years imprisonment if it was negligence",Arrest/Detention,2020-02-17,MoH,Government,https://www.gov.il/en/departments/news/20022020_a2,2020-03-24,
2023,Israel,ISR,,,Middle East,Movement restrictions,Border closure,t,"Starting Monday morning, entry will be denied of any person who is not an Israeli resident or citizen and who stayed in South Korea and Japan in the 14 days before arrival in Israel.",Not applicable,2020-02-24,MoH,Government,https://www.gov.il/en/departments/news/23022020_2,2020-03-24,
2024,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,t,"Any individual who had close contact with the (South Korea) pilgrim group must stay in a 14-day home quarantine counting from the latest date of contact with the group.Additionally, any individual who visited South Korea or Japan in the last 14 days must remain in a 14-day home quarantine counting from the latest date he/she left these places, in addition to travelers from China, Hong Kong, Macau, Singapore, and Thailand.",Arrest/Detention,2020-02-24,MoH,Government,https://www.gov.il/en/departments/news/23022020_2,2020-03-24,
2025,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,t,all travelers from Italy in the last 14 days must be placed under a 14-day home quarantine.,Arrest/Detention,2020-02-27,MoH,Government,https://www.gov.il/en/departments/news/25022020_2,2020-03-24,
2175,Israel,ISR,,,Middle East,Public health measures,Strengthening the public health system,f,PhilHealth to release P30 billion to hospitals to fight CoViD-19,Not applicable,2020-03-18,PhilHealth,Government,https://www.philhealth.gov.ph/news/2020/fight_covid.php,2020-03-24,
2185,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,t,Any person who visited these places and had close contact - being less than 2 meters for 15 minutes or more - of the confirmed case from Italy - must be placed under 14-day home quarantine and send a questionnaire to the Ministry of Health or the Health Ministry Hotline *5400.,Arrest/Detention,2020-02-28,MoH,Government,https://www.gov.il/en/departments/news/28022020_1,2020-03-25,
2219,Israel,ISR,,,Middle East,Movement restrictions,Border closure,t,"Population and Immigration Authority to deny entry to anyone who is not an Israeli resident and who has stayed in China over the last 14 days, being a continuation of the policy to cease direct flights to China and the closing of the land crossings.",Not applicable,2020-03-05,MoH,Government,https://www.gov.il/en/departments/news/02022020_3,2020-03-25,
2228,Israel,ISR,,,Middle East,Social distancing,Public services closure,t,regarding Governmental Licensure Examinations : anyone who returned to Israel in the 14 days before the examination and needs to stay quarantined will not be allowed to be examined.,Not applicable,2020-03-05,MoH,Government,https://www.gov.il/en/departments/news/05032020_4,2020-03-25,
2229,Israel,ISR,,,Middle East,Public health measures,Introduction of quarantine policies,t,"a *decree* will be published, obliging Israeli residents who have stayed in China over the last 14 days to remain in home quarantine until 14 days since the date of departure from China have passed. Also, anyone who visited the same places at same time as Greek tourist group with confirmed cases must immediately enter 14 day quarantine (itinerary of group provided)",Arrest/Detention,2020-03-05,MoH,Government,https://www.gov.il/en/departments/news/02022020_3,2020-03-25,https://www.gov.il/en/departments/news/05032020_05
2230,Israel,ISR,,,Middle East,Movement restrictions,Surveillance and monitoring,t,"HAMAGEN is an app that allows the identification of contacts between diagnosed patients and people who came in contact with them in the 14 days prior to the patient's diagnosis of the disease. he app is a technological tool designed to give each and every one of us the ability to know quickly and accurately if we have been in contact with a person infected with coronavirus. That way, we can stop the spread of the virus and protect those close to us.The app allows you to receive alerts (location and time) about your exposure to a diagnosed patient.The app retains information about your locations solely on your device and cross-references this information with the Ministry of Health's updated epidemiological data. The Ministry of Health data is constantly updated and sent to your device (one way) for cross-referencing purposes.Cross-referencing your location data with the corona patients' location is done on your device and as soon as a match is identified, you will be directed to a link to the Ministry of Health to let you know what steps to take and to report the match to The Ministry.",Not available,2020-03-22,MoH,Government,https://www.gov.il/en/departments/news/2203202004,2020-03-25,
2232,Israel,ISR,,,Middle East,Lockdown,Partial lockdown,f,"further reducing entry to the public space, imposing responsibility on employers, closing non-essential stores and imposing restrictions on public transport.",Fines,2020-03-25,MoH,Government,https://www.gov.il/en/departments/news/25032020_01,2020-03-25,
2274,Israel,ISR,,,Middle East,Lockdown,Partial lockdown,f,"social distancing, leave home only for specified reasons: getting to/from work, purchasing essential food, medicine, other essential products/services; medical treatment; blood donation; demonstration; legal processes; sports activity (alone or with members of same household); going out for short periods alone or with household only; going for religious ceremony (up to 10 people with 2 meters distance; going to provide assistance to someone with another medical problem/ needs support; essential purposes",Not available,2020-03-19,MoH,Government,https://www.gov.il/en/departments/news/19032020_07,2020-03-25,
2276,Israel,ISR,,,Middle East,Social distancing,Limit public gatherings,f,"A mall and a shopping complex with 10 stores or more or the total area of the shops exceeding 3000 square meters, with the exception of stores which sell food, pharmacies, or stores which mainly sell hygiene products. an unincorporated shopping complex in which the total number of stores, excluding stores not listed in paragraph (2) below, does not exceed 10, will be able to continue its activity. lubs, bars, pubs, banquet halls, fitness centers, swimming pools, water parks, zoos, safaris, petting zoos, bathhouses, cinemas, theaters, cultural institutions, playgrounds, amusement parks, businesses for the non-medical care of the body, exhibition and concert halls, fairgrounds, public boats, cable-cars, museums, nature reserves, national parks, libraries, tourist attractions and heritage sites.",Not available,2020-03-19,MoH,Government,https://www.gov.il/en/departments/news/19032020_07,2020-03-25,
2288,Israel,ISR,,,Middle East,Public health measures,Strengthening the public health system,f,received testing kits,Not applicable,2020-03-19,MoH,Government,https://www.gov.il/en/departments/news/19032020_01,2020-03-25,
241,Italy,ITA,,,Europe,Social distancing,Public services closure,f,Closure of all public services and places with close contact nationally,fines,2020-03-11,Government,Government,http://www.governo.it/it/tipologie-contenuto/notizie,2020-03-15,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4324
242,Italy,ITA,,,Europe,Governance and socio-economic measures,State of emergency declared,t,State of Emergency declared on the risks associated with the onset of diseases caused by transmissible viral agents,Not applicable,2020-01-31,Government,Government,http://www.governo.it/it/articolo/coronavirus-firmato-il-dpcm-4-marzo-2020/14241,2020-03-15,
243,Italy,ITA,,,Europe,Movement restrictions,International flights suspension,t,Limited flights to and from China,Not applicable,2020-01-31,Forbes,Media,https://www.forbes.com/sites/davekeating/2020/03/12/italy-banned-flights-from-china-before-americait-didnt-work/#6db46084481b,2020-03-15,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5414
244,Italy,ITA,Lombardia and Veneto,,Europe,Lockdown,Partial lockdown,t,Northern Italian regions (NUTS2) officially locked down,Not applicable,2020-03-08,Government,Media,https://www.ilfattoquotidiano.it/2020/03/10/coronavirus-ora-il-veneto-di-zaia-si-accoda-chiudere-tutto-puo-essere-utile-ma-fino-a-due-giorni-fa-protestava-contro-la-zona-rossa/5731996/,2020-03-15,
423,Italy,ITA,,,Europe,Social distancing,Schools closure,t,In all municipalities that are affected (case >1) schools of any level will be closed,Not applicable,2020-02-21,Government,Government,https://www.gazzettaufficiale.it/eli/id/2020/02/25/20A01278/sg,2020-03-16,
763,Italy,ITA,,,Europe,Governance and socio-economic measures,Economic measures,t,"Parental supports, economic help for SMEs",Not applicable,2020-03-17,Government of Italy,Government,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-37/14324,2020-03-17,
765,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,t,"10,000 medicine students allowed to work after graduation",Not applicable,2020-03-17,Government of Italy,Government,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-37/14324,2020-03-17,
767,Italy,ITA,,,Europe,Social distancing,Changes in prison-related policies,t,prisoners allowed to stay home with electric bracelets until June 2020,Not applicable,2020-03-17,Government of Italy,Government,http://www.governo.it/it/articolo/comunicato-stampa-del-consiglio-dei-ministri-n-37/14324,2020-03-17,
821,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,f,Additional 3.2 billion EUR financing available; plans for expansion of health workforce; support to companies producing medical supplies,Not applicable,2020-03-17,Ministry of Health,Government,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4247,2020-03-20,
828,Italy,ITA,,,Europe,Governance and socio-economic measures,Economic measures,f,"Economic tax support package: suspension of audits and social security payments, tax credit for sanitary measures, tax deductions and credits",Not applicable,2020-03-17,Ministry of Health,Government,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4247,2020-03-20,
1673,Italy,ITA,,,Europe,Lockdown,Partial lockdown,f,Limitations extended with public parks and playgrounds closing and more restrictions on being outside,Not available,2020-03-20,Ministry of Health,Government,http://www.salute.gov.it/imgs/C_17_notizie_4283_0_file.pdf,2020-03-23,
1674,Italy,ITA,,,Europe,Movement restrictions,Checkpoints within the country,f,Police started monitoring more key areas of traffic across the most-affected areas (e.g. Rimini),Not applicable,2020-03-23,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/controlli-sugli-spostamenti-varchi-sulle-strade-riminesi,2020-03-23,
1675,Italy,ITA,,,Europe,Governance and socio-economic measures,Military deployment,f,"Some municipalities have started deploying military personell (e.g. Napoli, Salerno, Messina, harbour checks in Palermo); implementation dates vary by a few days",Not applicable,2020-03-20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/piu-soldati-napoli-e-salerno-contro-lemergenza-covid-19,2020-03-23,https://www.interno.gov.it/it/notizie/lesercito-i-controlli-porto-e-alla-stazione-palermo
1676,Italy,ITA,,,Europe,Public health measures,Introduction of quarantine policies,f,The temperature of all travelers returning home will be checked,Not applicable,2020-01-23,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/emergenza-covid19-consentito-andare-prendere-chi-rientra-italia,2020-03-23,
1677,Italy,ITA,,,Europe,Lockdown,Full lockdown,f,"All production will be closed and strictly only those services remain open that are essential (e.g. pharmacies, health facilities, banks, grocery stores, ...); later extended to 13th April",Up to detention,2020-03-23,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/emergenza-coronavirus-nuove-misure-restrittive-gazzetta-ufficiale,2020-03-23,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioNotizieNuovoCoronavirus.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4291
1678,Italy,ITA,,,Europe,Lockdown,Partial lockdown,f,"Nationally, the movement between municipalities is banned (apart for essential reasons); later extended to 13th April",fines,2020-03-23,Ministry of Health,Government,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5372,2020-03-23,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4324
1679,Italy,ITA,Caltanissetta,,Europe,Governance and socio-economic measures,Military deployment,t,To protect elderly people and the compliance with social distancing measure the military is deployed to post offices to have the oversight of the pension withdrawals,Not applicable,2020-03-20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/caltanissetta-misure-ritiro-pensioni-sicurezza-presso-uffici-postali,2020-03-23,
1680,Italy,ITA,Lecco,,Europe,Social distancing,Public services closure,f,"Further closures of public spaces were applied, including closing cementaries and cycle paths",fines,2020-03-20,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/nuove-limitazioni-provincia-lecco-chiusi-cimiteri-piste-ciclabili-casette-acqua-e-latte,2020-03-23,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4324
1681,Italy,ITA,Calabria,,Europe,Public health measures,Strengthening the public health system,f,Confiscated buildings from the responsible agency were prepared to be used in the response,Not applicable,2020-03-16,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/beni-confiscati-disposizione-calabria-lemergenza-covid19,2020-03-23,
1682,Italy,ITA,,,Europe,Social distancing,Public services closure,f,"Some services are being closed, including bars, restaurant and alike as well as retail stores; production facilities remain open",fines,2020-03-11,Ministry of the Interior,Government,https://www.gazzettaufficiale.it/eli/id/2020/03/11/20A01605/sg,2020-03-23,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4324
1683,Italy,ITA,,,Europe,Social distancing,Limit public gatherings,f,"Ban of public gatherings, e.g. sport or events (no maximum number specified)",Not available,2020-03-09,Ministry of the Interior,Government,https://www.gazzettaufficiale.it/eli/id/2020/03/09/20A01558/sg,2020-03-23,
1684,Italy,ITA,,,Europe,Social distancing,Limit public gatherings,f,"Closure of museums, cancelling of educational trips",Not available,2020-02-25,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/coronavirus-misure-aggiornate-contenere-lemergenza,2020-03-23,
1685,Italy,ITA,Caltanissetta,,Europe,Movement restrictions,Checkpoints within the country,t,Police controls implemented at hospital entrances due to attacks on health workers,Not applicable,2020-03-04,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/piu-controlli-e-telecamere-caltanissetta-sicurezza-dei-presidi-medici,2020-03-23,
1686,Italy,ITA,,,Europe,Governance and socio-economic measures,Limit product imports/exports,f,"Health equipment cannot be exported to third countries, with exceptions, based on EU-wide decision",Not applicable,2020-03-13,Ministry of Foreign Affairs,Government,https://www.esteri.it/mae/en/sala_stampa/archivionotizie/approfondimenti/2020/03/autorizzazione-all-esportazione-dispositivi-di-protezione-individuale.html,2020-03-23,
1687,Italy,ITA,,,Europe,Public health measures,Introduction of quarantine policies,t,All people coming from China or other risk areas have to give notice to the officials and a 14 days fiduciary self-isolation applies,Not applicable,2020-02-21,Ministry of Health,Government,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5453,2020-03-23,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5451
1688,Italy,ITA,,,Europe,Lockdown,Full lockdown,t,"All regions at risk (specifically defined) need to implement a complete lock-down, including public services, schools, contract tracing, transport",Up to detention,2020-02-23,Government,Government,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legge:2020-02-23;6,2020-03-23,
1689,Italy,ITA,Lombardi,,Europe,Lockdown,Partial lockdown,f,General lockdown across component of everyday life; businesses can continue if they implement safety measures,Not available,2020-03-08,Ministry of the Interior,Government,https://www.gazzettaufficiale.it/eli/id/2020/03/08/20A01522/sgDECRETO%20DEL%20PRESIDENTE%20DEL%20CONSIGLIO%20DEI%20MINISTRI%208%20marzo%202020,2020-03-23,
2062,Italy,ITA,,,Europe,Governance and socio-economic measures,Emergency administrative structures activated or established,f,Ministry task-force established,Not applicable,2020-01-22,Ministry of Health,Government,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5373,2020-03-24,
2063,Italy,ITA,,,Europe,Public health measures,Awareness campaigns,f,Toll-free information hotline implemented,Not applicable,2020-01-27,Ministry of Health,Government,http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioComunicatiNuovoCoronavirus.jsp?lingua=italiano&menu=salastampa&p=comunicatistampa&id=5382,2020-03-24,
3075,Italy,ITA,,,Europe,Governance and socio-economic measures,Economic measures,f,"4.3 billion EUR in a municipal solidarity fund, and 400 million EUR additionally to mayors",not applicable,2020-03-28,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4350,2020-03-30,https://www.interno.gov.it/it/notizie/emergenza-coronavirus-emessi-i-mandati-pagamento-i-comuni
3076,Italy,ITA,,,Europe,Movement restrictions,Border checks,f,"Stricter check implemented for anyone entering Italy, by land, air or sea, requiring to share all essential information to be able to follow-up if needed",not applicable,2020-03-28,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4349,2020-03-30,
3077,Italy,ITA,,,Europe,Public health measures,General recommendations,f,Specific guidance for at-risk persons,not applicable,2020-03-28,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4342,2020-03-30,
3078,Italy,ITA,,,Europe,Public health measures,Psychological assistance and medical social work,f,Psychological helpline implemented across Italy's regions,Not applicable,2020-03-27,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4335,2020-03-30,
3079,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,f,Voluntary call for 500 additional nurses to support the COVID-19 response,Not applicable,2020-03-27,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4332,2020-03-30,
3080,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,f,Trade unions and ministry of health decide on guidelines for health workers safety,Not applicable,2020-03-14,Ministry for Finances,Government,http://www.mef.gov.it/en/inevidenza/Protect-health-support-the-economy-preserve-employment-levels-and-incomes-00001/,2020-03-30,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4323
3081,Italy,ITA,"Catania, Valentini",,Europe,Social distancing,limit public gatherings,t,Specific shelters established for the homeless,Not applicable,2020-03-26,Ministry of the Interior,Government,https://www.interno.gov.it/it/notizie/misure-prefettura-catania-i-senza-tetto,2020-03-30,https://www.interno.gov.it/it/notizie/napoli-misure-assistere-persone-situazione-fragilita-sociale
3082,Italy,ITA,,,Europe,Governance and socio-economic measures,Economic measures,f,"10.3 billion euros to strengthen social safety net, in particular temporary unemployment benefits for employees in every productive sector, including businesses with less than five employees.; Families may apply for a suspension of their mortgage repayment if business shutdowns; Parents may claim up to 600 euro to pay for babysitting.",Not applicable,2020-03-19,Ministry for Finances,Government,http://www.mef.gov.it/en/inevidenza/Protect-health-support-the-economy-preserve-employment-levels-and-incomes-00001/,2020-03-30,
3083,Italy,ITA,,,Europe,Governance and socio-economic measures,Economic measures,f,"additional 5.1 billion euro that will leverage credit up to 350 billion euro to professionals and firms, in particular SMEs and MidCaps; including moratorium on loan repayments, enhancement of the SME Guarantee Fund, additional guarantees and liquidity to banks, guarantees",Not applicable,2020-03-19,Ministry for Finances,Government,http://www.mef.gov.it/en/inevidenza/Protect-health-support-the-economy-preserve-employment-levels-and-incomes-00001/,2020-03-30,
3903,Italy,ITA,,,Europe,Public health measures,Testing policy,f,Testing policy with differentiation between areas with stretched and those with additional capacities,Not applicable,2020-04-03,Ministry of Health,Government,http://www.trovanorme.salute.gov.it/norme/renderNormsanPdf?anno=2020&codLeg=73799&parte=1%20&serie=null,2020-04-05,
3904,Italy,ITA,,,Europe,Social distancing,Limit public gatherings,f,"Ministry publishes clarification of public gathering measures, including limiting only one parent being able to go outside, clarification around ban of jogging and going outside with elderly",Not applicable,2020-03-31,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4374,2020-04-05,
3905,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,f,7 million euros for 12-month research projects,Not applicable,2020-04-01,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4373,2020-04-05,
3906,Italy,ITA,,,Europe,Public health measures,Strengthening the public health system,f,"The National Institute for Insurance against Accidents at Work, has transferred 50 million euros to Invitalia, the National Agency for the attraction of investments and business development to strengthen safety levels at workplaces",Not applicable,2020-03-31,Ministry of Health,Government,http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=4359,2020-04-05,
3907,Italy,ITA,,,Europe,Social distancing,Public services closure,t,Asylum hearings postponed until 13th April,Not applicable,,Ministry of Interior,Government,https://www.interno.gov.it/it/notizie/asilo-audizioni-sospese-fino-13-aprile,2020-04-05,
